2023-01-17 19:24:02,811 : INFO : testValid : SOFIA KON.
2023-01-17 19:40:34,762 : INFO : testValid : SOFIA KON.
2023-01-17 19:40:35,530 : INFO : testValid : SOFIA KON.
2023-01-17 19:40:35,530 : INFO : testValid : SOFIA KON.
2023-01-17 19:42:25,355 : INFO : testValid : SOFIA KON.
2023-01-17 19:42:26,103 : INFO : testValid : SOFIA KON.
2023-01-17 19:42:26,103 : INFO : testValid : SOFIA KON.
2023-01-17 19:45:20,193 : INFO : testValid : CHRIS TH.
2023-01-17 19:45:20,925 : INFO : testValid : SOFIA KON.
2023-01-17 19:45:20,925 : INFO : testValid : SOFIA KON.
2023-01-17 19:46:48,697 : INFO : testValid : CHRIS TH.
2023-01-17 19:46:49,348 : INFO : testValid : SOFIA KON.
2023-01-17 19:46:49,348 : INFO : testValid : SOFIA KON.
2023-01-17 19:53:00,411 : INFO : testValid : CHRIS TH.
2023-01-17 19:53:01,074 : INFO : testValid : SOFIA KON.
2023-01-17 19:53:01,074 : INFO : testValid : SOFIA KON.
2023-01-17 19:57:10,573 : INFO : testValid : CHRIS TH.
2023-01-17 19:57:11,376 : INFO : testValid : SOFIA KON.
2023-01-17 19:57:11,376 : INFO : testValid : SOFIA KON.
2023-01-17 20:01:57,891 : INFO : testValid : CHRIS TH.
2023-01-17 20:01:58,613 : INFO : testValid : SOFIA KON.
2023-01-17 20:01:58,613 : INFO : testValid : SOFIA KON.
2023-01-17 20:02:40,216 : INFO : testValid : CHRIS TH.
2023-01-17 20:02:40,911 : INFO : testValid : SOFIA KON.
2023-01-17 20:02:40,911 : INFO : testValid : SOFIA KON.
2023-01-17 20:04:46,084 : INFO : testValid : {'Name': 'CHRIS TH.', 'Email': 'kris.th@gmail.com', 'Password': 'kris123', 'Icecreams': 'YES', 'Gender': 'Male', 'Status': 'STUDENT', 'Birth': '05/20/1986'}
2023-01-17 20:04:46,761 : INFO : testValid : {'Name': 'SOFIA KON.', 'Email': 'sofiakon@hotmail.com', 'Password': 'sofia456', 'Icecreams': 'NO', 'Gender': 'Female', 'Status': 'EMPLOYED', 'Birth': '08/19/1976'}
2023-01-17 20:04:46,761 : INFO : testValid : {'Name': 'SOFIA KON.', 'Email': 'sofiakon@hotmail.com', 'Password': 'sofia456', 'Icecreams': 'NO', 'Gender': 'Female', 'Status': 'EMPLOYED', 'Birth': '08/19/1976'}
2023-01-17 20:07:21,906 : INFO : testValid : {'Name': 'CHRIS TH.', 'Email': 'kris.th@gmail.com', 'Password': 'kris123', 'Icecreams': 'YES', 'Gender': 'Male', 'Status': 'STUDENT', 'Birth': '05/20/1986'}
2023-01-17 20:07:22,542 : INFO : testValid : {'Name': 'SOFIA KON.', 'Email': 'sofiakon@hotmail.com', 'Password': 'sofia456', 'Icecreams': 'NO', 'Gender': 'Female', 'Status': 'EMPLOYED', 'Birth': '08/19/1976'}
2023-01-17 20:07:22,542 : INFO : testValid : {'Name': 'SOFIA KON.', 'Email': 'sofiakon@hotmail.com', 'Password': 'sofia456', 'Icecreams': 'NO', 'Gender': 'Female', 'Status': 'EMPLOYED', 'Birth': '08/19/1976'}
2023-01-17 20:17:02,048 : INFO : testValid : {'Name': 'CHRIS TH.', 'Email': 'kris.th@gmail.com', 'Password': 'kris123', 'Icecreams': 'YES', 'Gender': 'Male', 'Status': 'STUDENT', 'Birth': '05/20/1986'}
2023-01-17 20:17:03,066 : INFO : testValid : {'Name': 'SOFIA KON.', 'Email': 'sofiakon@hotmail.com', 'Password': 'sofia456', 'Icecreams': 'NO', 'Gender': 'Female', 'Status': 'EMPLOYED', 'Birth': '08/19/1976'}
2023-01-17 20:17:03,066 : INFO : testValid : {'Name': 'SOFIA KON.', 'Email': 'sofiakon@hotmail.com', 'Password': 'sofia456', 'Icecreams': 'NO', 'Gender': 'Female', 'Status': 'EMPLOYED', 'Birth': '08/19/1976'}
2023-01-17 20:19:50,871 : INFO : testValid : {'Name': 'CHRIS TH.', 'Email': 'kris.th@gmail.com', 'Password': 'kris123', 'Icecreams': 'YES', 'Gender': 'Male', 'Status': 'STUDENT', 'Birth': '05/20/1986'}
2023-01-17 20:19:51,580 : INFO : testValid : {'Name': 'SOFIA KON.', 'Email': 'sofiakon@hotmail.com', 'Password': 'sofia456', 'Icecreams': 'NO', 'Gender': 'Female', 'Status': 'EMPLOYED', 'Birth': '08/19/1976'}
2023-01-17 20:19:51,580 : INFO : testValid : {'Name': 'SOFIA KON.', 'Email': 'sofiakon@hotmail.com', 'Password': 'sofia456', 'Icecreams': 'NO', 'Gender': 'Female', 'Status': 'EMPLOYED', 'Birth': '08/19/1976'}
2023-01-17 20:19:52,653 : INFO : testValid : {'Name': 'PETER BRAHMS', 'Email': 'pbrams@yahoo.co.uk', 'Password': 'peter789', 'Icecreams': None, 'Gender': None, 'Status': None, 'Birth': None}
